mention_id,platform,source_name,Brand social media link,text,brand_name,language,sentiment,topic,relevance_score,engagement,product_mentioned,product_id
mention_00063,Instagram,user_3704,https://instagram.com/p/981334,خدمة العملاء بتاعت ايفا سيئة جدا,Eva Cosmetics,ar,negative,customer_service,1.0,"{'likes': 354, 'comments': 85}",إيفا Natural Soap Olive Oil,EVA-0052
mention_00282,Instagram,user_8846,https://instagram.com/p/354377,جربت كريم ايفا النهاردة والله تحفة 😍,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 226, 'comments': 24}",إيفا Face Moisturizer,EVA-0016
mention_00894,Twitter,user_2479,https://twitter.com/user_2479/status/4619584847,مزيل ايفا عامل حساسية تحت الباط 😢,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 443, 'retweets': 8, 'replies': 26}",إيفا Roll-On Whitening,EVA-0047
mention_00239,Twitter,user_6140,https://twitter.com/user_6140/status/5108932916,حلو جدا وترطيبه عالي,Eva Cosmetics,ar,positive,moisturizing,0.7,"{'likes': 166, 'retweets': 84, 'replies': 30}",إيفا 48H Protection,EVA-0049
mention_00224,Amazon,user_9281,https://amazon.com/product/EVA-0051/review/mention_00224,Caused skin irritation,Eva Cosmetics,en,negative,skin_reaction,0.7,{'helpful_votes': 1},Eva Sport Active,EVA-0051
mention_00146,Twitter,user_3535,https://twitter.com/user_3535/status/8115628227,Thank you @evacosmetics for amazing products! 💕,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 180, 'retweets': 13, 'replies': 36}",Eva Hair Oil,EVA-0028
mention_01308,Twitter,user_6681,https://twitter.com/user_6681/status/3347125656,Not worth the price,Eva Cosmetics,en,negative,price_value,0.7,"{'likes': 323, 'retweets': 77, 'replies': 2}",Eva Roll-On Fresh,EVA-0044
mention_00374,Instagram,user_2685,https://instagram.com/p/701790,بيطري الشعر,Eva Cosmetics,ar,neutral,hair_care,0.7,"{'likes': 180, 'comments': 47}",إيفا Body Lotion Shea Butter,EVA-0033
mention_00119,Twitter,user_9138,https://twitter.com/user_9138/status/9173043235,"Eva delivery took 2 weeks, disappointed",Eva Cosmetics,en,negative,customer_service,1.0,"{'likes': 140, 'retweets': 1, 'replies': 36}",Eva Citrus Fresh,EVA-0007
mention_01256,Twitter,user_6064,https://twitter.com/user_6064/status/4990891827,بستخدم لوشن ايفا من سنين وبشرتي بقت احسن,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 277, 'retweets': 13, 'replies': 4}",إيفا Musk & Jasmine,EVA-0002
mention_00251,Twitter,user_8518,https://twitter.com/user_8518/status/8079331637,Excellent product,Eva Cosmetics,en,positive,general_mention,0.7,"{'likes': 139, 'retweets': 24, 'replies': 7}",Eva Argan Oil Shampoo,EVA-0021
mention_01349,Twitter,user_3323,https://twitter.com/user_3323/status/5132802357,مين جرب شامبو ايفا؟ عايزة رأيكم,Eva Cosmetics,ar,neutral,hair_care,1.0,"{'likes': 85, 'retweets': 23, 'replies': 21}",إيفا Lavender Soap,EVA-0059
mention_00010,Jumia,user_9797,https://jumia.com/product/EVA-0015/review/mention_00010,"Great product, smells amazing and lasts long",Eva Cosmetics,en,positive,smell_fragrance,0.7,{'helpful_votes': 43},Eva SPF 30 Sunscreen,EVA-0015
mention_00450,Jumia,user_5918,https://jumia.com/product/EVA-0065/review/mention_00450,Caused skin irritation,Eva Cosmetics,en,negative,skin_reaction,0.7,{'helpful_votes': 42},Eva Sheet Mask,EVA-0065
mention_00709,Jumia,user_8526,https://jumia.com/product/EVA-0005/review/mention_00709,Love the smell and texture,Eva Cosmetics,en,positive,smell_fragrance,0.7,{'helpful_votes': 13},Eva Ocean Breeze,EVA-0005
mention_00256,Jumia,user_7021,https://jumia.com/product/EVA-0038/review/mention_00256,Gentle on sensitive skin,Eva Cosmetics,en,neutral,skin_reaction,0.7,{'helpful_votes': 44},Eva Foot Cream,EVA-0038
mention_00594,Instagram,user_7243,https://instagram.com/p/743473,Love it,Eva Cosmetics,en,positive,general_mention,0.7,"{'likes': 803, 'comments': 94}",Eva Night Cream,EVA-0011
mention_00390,Facebook,user_2551,https://facebook.com/posts/584487,للأمانة منتجات ايفا ممتازة بس غالية شوية,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 7, 'comments': 51, 'shares': 27}",إيفا Color Protect Shampoo,EVA-0032
mention_00847,Twitter,user_6940,https://twitter.com/user_6940/status/9461564269,ايفا ولا نيفيا احسن؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 472, 'retweets': 2, 'replies': 30}",إيفا Body Scrub,EVA-0040
mention_01126,Twitter,user_2586,https://twitter.com/user_2586/status/4400697308,حد يعرف فين الاقي منتجات ايفا في السعودية؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 384, 'retweets': 0, 'replies': 42}",إيفا Lavender Mist,EVA-0006
mention_00558,Twitter,user_5223,https://twitter.com/user_5223/status/1811839103,ايفا غالية شوية بس تستاهل,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 465, 'retweets': 10, 'replies': 18}",إيفا Charcoal Soap,EVA-0053
mention_00461,Facebook,user_6015,https://facebook.com/posts/275133,تحذير! مزيل ايفا عمل حساسية شديدة,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 79, 'comments': 16, 'shares': 3}",إيفا Sheet Mask,EVA-0065
mention_00724,Amazon,user_9977,https://amazon.com/product/EVA-0032/review/mention_00724,خسارة فيه الفلوس,Eva Cosmetics,ar,negative,price_value,0.7,{'helpful_votes': 15},إيفا Color Protect Shampoo,EVA-0032
mention_01292,Amazon,user_7765,https://amazon.com/product/EVA-0060/review/mention_01292,"No effect at all, very light",Eva Cosmetics,en,neutral,general_mention,0.7,{'helpful_votes': 50},Eva Facial Cleanser,EVA-0060
mention_00145,Twitter,user_7730,https://twitter.com/user_7730/status/8517413631,بيطري الشعر,Eva Cosmetics,ar,neutral,hair_care,0.7,"{'likes': 489, 'retweets': 71, 'replies': 35}",إيفا Face Moisturizer,EVA-0016
mention_00502,Instagram,user_7371,https://instagram.com/p/349136,Eva products quality went down lately 😞,Eva Cosmetics,en,negative,product_quality,1.0,"{'likes': 640, 'comments': 86}",Eva Leave-in Conditioner,EVA-0029
mention_01034,Twitter,user_9866,https://twitter.com/user_9866/status/4330728529,توصيل منتجات ايفا متأخر اسبوع كامل,Eva Cosmetics,ar,neutral,customer_service,1.0,"{'likes': 262, 'retweets': 83, 'replies': 48}",إيفا Body Scrub,EVA-0040
mention_01326,Facebook,user_9090,https://facebook.com/posts/742064,تحذير! مزيل ايفا عمل حساسية شديدة,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 102, 'comments': 10, 'shares': 17}",إيفا Exfoliating Cream,EVA-0041
mention_00732,Twitter,user_2797,https://twitter.com/user_2797/status/8993998614,Eva cosmetics has the best body splash ever,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 189, 'retweets': 70, 'replies': 3}",Eva Spray Deodorant,EVA-0046
mention_00540,Jumia,user_1760,https://jumia.com/product/EVA-0059/review/mention_00540,"No effect at all, very light",Eva Cosmetics,en,neutral,general_mention,0.7,{'helpful_votes': 24},Eva Lavender Soap,EVA-0059
mention_00178,Noon,user_7731,https://noon.com/product/EVA-0006/review/mention_00178,Love the smell and texture,Eva Cosmetics,en,positive,smell_fragrance,0.7,{'helpful_votes': 46},Eva Lavender Mist,EVA-0006
mention_01351,Twitter,user_8742,https://twitter.com/user_8742/status/1469809301,تحفة,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 298, 'retweets': 0, 'replies': 31}",إيفا Color Protect Shampoo,EVA-0032
mention_00698,Noon,user_4478,https://noon.com/product/EVA-0045/review/mention_00698,Smell is nice but doesn't last,Eva Cosmetics,en,negative,smell_fragrance,0.7,{'helpful_votes': 2},Eva Roll-On Floral,EVA-0045
mention_01395,Jumia,user_2576,https://jumia.com/product/EVA-0004/review/mention_01395,Good value for money,Eva Cosmetics,en,positive,price_value,0.7,{'helpful_votes': 5},Eva Vanilla Dream,EVA-0004
mention_00950,Amazon,user_1606,https://amazon.com/product/EVA-0038/review/mention_00950,Doesn't moisturize enough,Eva Cosmetics,en,negative,moisturizing,0.7,{'helpful_votes': 46},Eva Foot Cream,EVA-0038
mention_01059,Noon,user_5617,https://noon.com/product/EVA-0039/review/mention_01059,Too expensive for the quality,Eva Cosmetics,en,negative,product_quality,0.7,{'helpful_votes': 16},Eva Body Oil,EVA-0039
mention_00794,Facebook,user_5597,https://facebook.com/posts/243132,Been loyal to Eva for 5 years now!,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 51, 'comments': 42, 'shares': 4}",Eva Berry Bliss,EVA-0008
mention_01394,Amazon,user_8111,https://amazon.com/product/EVA-0021/review/mention_01394,سعره مناسب وجودته عالية,Eva Cosmetics,ar,neutral,price_value,0.7,{'helpful_votes': 14},إيفا Argan Oil Shampoo,EVA-0021
mention_00008,Jumia,user_7916,https://jumia.com/product/EVA-0021/review/mention_00008,منتج ممتاز بستخدمه دايما,Eva Cosmetics,ar,positive,general_mention,0.7,{'helpful_votes': 7},إيفا Argan Oil Shampoo,EVA-0021
mention_01290,Twitter,user_8276,https://twitter.com/user_8276/status/4461188083,جربت كريم ايفا النهاردة والله تحفة 😍,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 315, 'retweets': 52, 'replies': 6}",إيفا Vitamin C Cream,EVA-0013
mention_00668,Jumia,user_3215,https://jumia.com/product/None/review/mention_00668,Good value for money,Eva Cosmetics,en,positive,price_value,0.7,{'helpful_votes': 8},Eva Cosmetics,
mention_01090,Facebook,user_3736,https://facebook.com/posts/146150,Hi everyone! Can someone recommend Eva products for dry skin?,Eva Cosmetics,en,neutral,moisturizing,1.0,"{'likes': 56, 'comments': 12, 'shares': 25}",Eva Keratin Shampoo,EVA-0022
mention_00358,Twitter,user_8210,https://twitter.com/user_8210/status/4213790202,"Eva or Garnier, which is better?",Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 35, 'retweets': 67, 'replies': 36}",Eva Keratin Shampoo,EVA-0022
mention_00915,Instagram,user_3182,https://instagram.com/p/438947,خفيف جدا ولا له اي اثر,Eva Cosmetics,ar,neutral,general_mention,0.7,"{'likes': 479, 'comments': 10}",إيفا Micellar Water,EVA-0061
mention_00330,Instagram,user_7370,https://instagram.com/p/104666,مالوش اي اثر,Eva Cosmetics,ar,negative,general_mention,0.7,"{'likes': 914, 'comments': 25}",إيفا Honey Soap,EVA-0055
mention_01397,Jumia,user_9205,https://jumia.com/product/EVA-0061/review/mention_01397,بيطري الشعر وريحته حلوة,Eva Cosmetics,ar,positive,hair_care,0.7,{'helpful_votes': 36},إيفا Micellar Water,EVA-0061
mention_01078,Twitter,user_7447,https://twitter.com/user_7447/status/1187537466,Eva sale happening now! 50% off,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 234, 'retweets': 49, 'replies': 42}",Eva Vitamin C Cream,EVA-0013
mention_01051,Amazon,user_1599,https://amazon.com/product/EVA-0052/review/mention_01051,Caused skin irritation,Eva Cosmetics,en,negative,skin_reaction,0.7,{'helpful_votes': 30},Eva Natural Soap Olive Oil,EVA-0052
mention_00259,Noon,user_6927,https://noon.com/product/None/review/mention_00259,"Been using for years, never disappoints",Eva Cosmetics,en,positive,general_mention,0.7,{'helpful_votes': 33},Eva Cosmetics,
mention_01104,Twitter,user_7947,https://twitter.com/user_7947/status/6364282848,ممتاز,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 159, 'retweets': 21, 'replies': 46}",إيفا Color Protect Shampoo,EVA-0032
mention_00373,Facebook,user_8457,https://facebook.com/posts/635593,تحذير! مزيل ايفا عمل حساسية شديدة,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 182, 'comments': 73, 'shares': 20}",إيفا Clay Mask,EVA-0064
mention_01269,Amazon,user_5011,https://amazon.com/product/EVA-0008/review/mention_01269,عادي مفيش حاجة مميزة,Eva Cosmetics,ar,negative,general_mention,0.7,{'helpful_votes': 2},إيفا Berry Bliss,EVA-0008
mention_00817,Noon,user_4715,https://noon.com/product/EVA-0034/review/mention_00817,سعره مناسب وجودته عالية,Eva Cosmetics,ar,neutral,price_value,0.7,{'helpful_votes': 10},إيفا Body Lotion Cocoa,EVA-0034
mention_00143,Instagram,user_7132,https://instagram.com/p/260053,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 447, 'comments': 40}",Eva Body Lotion Shea Butter,EVA-0033
mention_00526,Twitter,user_9992,https://twitter.com/user_9992/status/3360791536,حد يعرف فين الاقي منتجات ايفا في السعودية؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 99, 'retweets': 14, 'replies': 11}",إيفا Citrus Fresh,EVA-0007
mention_01069,Amazon,user_3910,https://amazon.com/product/EVA-0014/review/mention_01069,Gentle on sensitive skin,Eva Cosmetics,en,neutral,skin_reaction,0.7,{'helpful_votes': 5},Eva Collagen Boost,EVA-0014
mention_00890,Instagram,user_5373,https://instagram.com/p/963723,Anyone tried Eva hair products? Worth it?,Eva Cosmetics,en,neutral,hair_care,1.0,"{'likes': 659, 'comments': 26}",Eva Charcoal Soap,EVA-0053
mention_01055,Instagram,user_6194,https://instagram.com/p/386281,توصيل منتجات ايفا متأخر اسبوع كامل,Eva Cosmetics,ar,neutral,customer_service,1.0,"{'likes': 428, 'comments': 47}",إيفا Clay Mask,EVA-0064
mention_01386,Twitter,user_7399,https://twitter.com/user_7399/status/3203512161,Is Eva cruelty-free?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 256, 'retweets': 64, 'replies': 13}",Eva Cosmetics,
mention_00441,Instagram,user_6640,https://instagram.com/p/271456,ممتاز,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 191, 'comments': 60}",إيفا Roll-On Floral,EVA-0045
mention_00532,Noon,user_4218,https://noon.com/product/None/review/mention_00532,سعره مناسب وجودته عالية,Eva Cosmetics,ar,neutral,price_value,0.7,{'helpful_votes': 8},Eva Cosmetics,
mention_01028,Twitter,user_1897,https://twitter.com/user_1897/status/7984412292,رائحة جميلة ولكن لايوجد ثبات,Eva Cosmetics,ar,negative,smell_fragrance,0.7,"{'likes': 33, 'retweets': 100, 'replies': 8}",إيفا Glycerin Soap,EVA-0057
mention_00227,Facebook,user_6939,https://facebook.com/posts/680096,PSA: Eva is having a sale! 50% off,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 93, 'comments': 5, 'shares': 12}",Eva Argan Conditioner,EVA-0025
mention_00975,Twitter,user_1782,https://twitter.com/user_1782/status/5043037541,Is Eva cruelty-free?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 132, 'retweets': 80, 'replies': 32}",Eva Face Moisturizer,EVA-0016
mention_00229,Instagram,user_4261,https://instagram.com/p/731728,ايفا كوزماتيكس عاملة تخفيضات دلوقتي,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 581, 'comments': 46}",إيفا Dark Spot Corrector,EVA-0019
mention_01201,Twitter,user_4250,https://twitter.com/user_4250/status/3624656441,للأسف منتجات ايفا مش زي زمان,Eva Cosmetics,ar,negative,general_mention,1.0,"{'likes': 442, 'retweets': 33, 'replies': 44}",إيفا Honey Soap,EVA-0055
mention_01218,Twitter,user_8461,https://twitter.com/user_8461/status/6406653532,بيطري الشعر,Eva Cosmetics,ar,neutral,hair_care,0.7,"{'likes': 111, 'retweets': 75, 'replies': 44}",إيفا Peel-Off Mask,EVA-0066
mention_00213,Twitter,user_3114,https://twitter.com/user_3114/status/5952163720,ثبات ضعيف جدا,Eva Cosmetics,ar,neutral,longevity,0.7,"{'likes': 264, 'retweets': 44, 'replies': 8}",إيفا Volume Shampoo,EVA-0024
mention_00080,Jumia,user_4777,https://jumia.com/product/EVA-0033/review/mention_00080,ثبات ضعيف جدا,Eva Cosmetics,ar,neutral,longevity,0.7,{'helpful_votes': 17},إيفا Body Lotion Shea Butter,EVA-0033
mention_00149,Facebook,user_7566,https://facebook.com/posts/172965,Been loyal to Eva for 5 years now!,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 86, 'comments': 44, 'shares': 0}",Eva Dark Spot Corrector,EVA-0019
mention_01383,Facebook,user_1458,https://facebook.com/posts/397189,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 118, 'comments': 53, 'shares': 26}",إيفا Dark Spot Corrector,EVA-0019
mention_00672,Facebook,user_4804,https://facebook.com/posts/342129,للأمانة منتجات ايفا ممتازة بس غالية شوية,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 6, 'comments': 78, 'shares': 19}",إيفا Hair Serum,EVA-0030
mention_01085,Twitter,user_3759,https://twitter.com/user_3759/status/9923160916,"Been using Eva for years, never switching",Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 150, 'retweets': 15, 'replies': 34}",Eva Sport Active,EVA-0051
mention_00963,Twitter,user_8194,https://twitter.com/user_8194/status/9459525070,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 419, 'retweets': 17, 'replies': 7}",Eva Repair Conditioner,EVA-0026
mention_01152,Amazon,user_4205,https://amazon.com/product/EVA-0028/review/mention_01152,Gentle on sensitive skin,Eva Cosmetics,en,neutral,skin_reaction,0.7,{'helpful_votes': 9},Eva Hair Oil,EVA-0028
mention_00134,Facebook,user_5542,https://facebook.com/posts/251716,Honestly Eva products are overpriced for the quality,Eva Cosmetics,en,negative,product_quality,1.0,"{'likes': 84, 'comments': 18, 'shares': 25}",Eva Gold Spell,EVA-0001
mention_01043,Facebook,user_5029,https://facebook.com/posts/287214,للأمانة منتجات ايفا ممتازة بس غالية شوية,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 56, 'comments': 33, 'shares': 23}",إيفا Roll-On Fresh,EVA-0044
mention_00409,Noon,user_2705,https://noon.com/product/EVA-0029/review/mention_00409,غالي على جودته,Eva Cosmetics,ar,positive,price_value,0.7,{'helpful_votes': 20},إيفا Leave-in Conditioner,EVA-0029
mention_01019,Twitter,user_4143,https://twitter.com/user_4143/status/7934038104,بيطري الشعر,Eva Cosmetics,ar,neutral,hair_care,0.7,"{'likes': 438, 'retweets': 29, 'replies': 33}",إيفا Body Butter,EVA-0036
mention_00508,Noon,user_1654,https://noon.com/product/EVA-0020/review/mention_00508,"Great product, smells amazing and lasts long",Eva Cosmetics,en,positive,smell_fragrance,0.7,{'helpful_votes': 21},Eva Hydrating Gel,EVA-0020
mention_01253,Noon,user_8674,https://noon.com/product/EVA-0010/review/mention_01253,خسارة فيه الفلوس,Eva Cosmetics,ar,negative,price_value,0.7,{'helpful_votes': 11},إيفا Anti-Aging Serum,EVA-0010
mention_00505,Noon,user_9955,https://noon.com/product/EVA-0048/review/mention_00505,Caused skin irritation,Eva Cosmetics,en,negative,skin_reaction,0.7,{'helpful_votes': 14},Eva Natural Deodorant,EVA-0048
mention_00916,Instagram,user_2196,https://instagram.com/p/199907,"Eva delivery took 2 weeks, disappointed",Eva Cosmetics,en,negative,customer_service,1.0,"{'likes': 735, 'comments': 54}",Eva Body Lotion Shea Butter,EVA-0033
mention_00348,Amazon,user_7046,https://amazon.com/product/EVA-0036/review/mention_00348,رائحته جميلة جدا وثباته كويس,Eva Cosmetics,ar,positive,longevity,0.7,{'helpful_votes': 25},إيفا Body Butter,EVA-0036
mention_00387,Instagram,user_6051,https://instagram.com/p/585854,شكرا ايفا على المنتجات الحلوة دي ❤️,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 997, 'comments': 98}",إيفا Rose Soap,EVA-0058
mention_00001,Noon,user_1750,https://noon.com/product/EVA-0009/review/mention_00001,"No effect at all, very light",Eva Cosmetics,en,neutral,general_mention,0.7,{'helpful_votes': 36},Eva Whitening Cream,EVA-0009
mention_00361,Jumia,user_5942,https://jumia.com/product/EVA-0004/review/mention_00361,Doesn't moisturize enough,Eva Cosmetics,en,negative,moisturizing,0.7,{'helpful_votes': 18},Eva Vanilla Dream,EVA-0004
mention_01325,Twitter,user_8698,https://twitter.com/user_8698/status/8741735604,Great moisturizing,Eva Cosmetics,en,positive,general_mention,0.7,"{'likes': 20, 'retweets': 43, 'replies': 41}",Eva Whitening Cream,EVA-0009
mention_00476,Twitter,user_7909,https://twitter.com/user_7909/status/4422700486,ممتاز,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 139, 'retweets': 49, 'replies': 44}",إيفا Toner,EVA-0062
mention_01202,Facebook,user_7574,https://facebook.com/posts/140230,Does anyone know if Eva ships internationally?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 161, 'comments': 19, 'shares': 7}",Eva Eye Cream,EVA-0017
mention_00058,Facebook,user_6238,https://facebook.com/posts/666390,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 182, 'comments': 36, 'shares': 7}",إيفا Stretch Mark Cream,EVA-0043
mention_00638,Instagram,user_7145,https://instagram.com/p/902903,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 633, 'comments': 30}",Eva Hair Oil,EVA-0028
mention_01226,Facebook,user_9125,https://facebook.com/posts/290330,PSA: Eva is having a sale! 50% off,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 94, 'comments': 18, 'shares': 28}",Eva Day Cream,EVA-0012
mention_00954,Instagram,user_8675,https://instagram.com/p/237529,بموت فيه,Eva Cosmetics,ar,negative,general_mention,0.7,"{'likes': 234, 'comments': 75}",إيفا Roll-On Fresh,EVA-0044
mention_01075,Facebook,user_9615,https://facebook.com/posts/444867,للأمانة منتجات ايفا ممتازة بس غالية شوية,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 114, 'comments': 8, 'shares': 26}",إيفا Color Protect Shampoo,EVA-0032
mention_00173,Noon,user_6381,https://noon.com/product/EVA-0049/review/mention_00173,"Been using for years, never disappoints",Eva Cosmetics,en,positive,general_mention,0.7,{'helpful_votes': 19},Eva 48H Protection,EVA-0049
mention_00451,Twitter,user_5237,https://twitter.com/user_5237/status/4919693525,Bad quality,Eva Cosmetics,en,negative,product_quality,0.7,"{'likes': 92, 'retweets': 37, 'replies': 6}",Eva Eye Cream,EVA-0017
mention_00126,Facebook,user_2035,https://facebook.com/posts/766269,يا جماعة ايفا عاملة sale على الموقع!,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 143, 'comments': 41, 'shares': 29}",إيفا Leave-in Conditioner,EVA-0029
mention_00907,Facebook,user_7722,https://facebook.com/posts/931145,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 28, 'comments': 20, 'shares': 7}",إيفا Eye Cream,EVA-0017
mention_00531,Twitter,user_6004,https://twitter.com/user_6004/status/1467432617,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 449, 'retweets': 61, 'replies': 29}",Eva Spray Deodorant,EVA-0046
mention_00714,Facebook,user_6218,https://facebook.com/posts/384218,يا جماعة ايفا عاملة sale على الموقع!,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 143, 'comments': 65, 'shares': 3}",إيفا Roll-On Floral,EVA-0045
mention_00091,Amazon,user_7965,https://amazon.com/product/EVA-0026/review/mention_00091,بيطري الشعر وريحته حلوة,Eva Cosmetics,ar,positive,hair_care,0.7,{'helpful_votes': 16},إيفا Repair Conditioner,EVA-0026
mention_01355,Facebook,user_6852,https://facebook.com/posts/622014,Hi everyone! Can someone recommend Eva products for dry skin?,Eva Cosmetics,en,neutral,moisturizing,1.0,"{'likes': 37, 'comments': 52, 'shares': 27}",Eva Dark Spot Corrector,EVA-0019
mention_00182,Twitter,user_3042,https://twitter.com/user_3042/status/2224336336,Is Eva cruelty-free?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 283, 'retweets': 13, 'replies': 45}",Eva Makeup Remover,EVA-0067
mention_00891,Facebook,user_2860,https://facebook.com/posts/257246,Been loyal to Eva for 5 years now!,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 175, 'comments': 76, 'shares': 7}",Eva Strengthening Shampoo,EVA-0031
mention_00787,Jumia,user_5528,https://jumia.com/product/EVA-0027/review/mention_00787,ثبات ضعيف جدا,Eva Cosmetics,ar,neutral,longevity,0.7,{'helpful_votes': 49},إيفا Hair Mask,EVA-0027
mention_00415,Twitter,user_9962,https://twitter.com/user_9962/status/5200656353,بستخدم لوشن ايفا من سنين وبشرتي بقت احسن,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 454, 'retweets': 48, 'replies': 10}",إيفا Anti-Aging Serum,EVA-0010
mention_00252,Twitter,user_3875,https://twitter.com/user_3875/status/2408434291,ايفا كوزماتيكس عاملة تخفيضات دلوقتي,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 404, 'retweets': 37, 'replies': 36}",إيفا Argan Conditioner,EVA-0025
mention_00070,Twitter,user_2245,https://twitter.com/user_2245/status/2043030161,مزيل ايفا عامل حساسية تحت الباط 😢,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 294, 'retweets': 86, 'replies': 24}",إيفا Repair Conditioner,EVA-0026
mention_00804,Twitter,user_2158,https://twitter.com/user_2158/status/8261718697,Is Eva cruelty-free?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 320, 'retweets': 59, 'replies': 45}",Eva Gold Spell,EVA-0001
mention_00132,Facebook,user_1828,https://facebook.com/posts/925013,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 116, 'comments': 11, 'shares': 21}",إيفا Rose Garden,EVA-0003
mention_00301,Instagram,user_9856,https://instagram.com/p/447843,Thank you @evacosmetics for amazing products! 💕,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 176, 'comments': 72}",Eva Sensitive Skin,EVA-0050
mention_00980,Instagram,user_9622,https://instagram.com/p/522317,Love it,Eva Cosmetics,en,positive,general_mention,0.7,"{'likes': 229, 'comments': 57}",Eva Natural Deodorant,EVA-0048
mention_00327,Amazon,user_1370,https://amazon.com/product/EVA-0015/review/mention_00327,سعره مناسب وجودته عالية,Eva Cosmetics,ar,neutral,price_value,0.7,{'helpful_votes': 2},إيفا SPF 30 Sunscreen,EVA-0015
mention_01369,Instagram,user_6858,https://instagram.com/p/591130,بموت فيه,Eva Cosmetics,ar,negative,general_mention,0.7,"{'likes': 462, 'comments': 88}",إيفا Sheet Mask,EVA-0065
mention_01047,Twitter,user_6368,https://twitter.com/user_6368/status/2061594170,Not worth the price,Eva Cosmetics,en,negative,price_value,0.7,"{'likes': 96, 'retweets': 68, 'replies': 18}",Eva Hydrating Gel,EVA-0020
mention_00500,Instagram,user_1869,https://instagram.com/p/802812,Great moisturizing,Eva Cosmetics,en,positive,general_mention,0.7,"{'likes': 119, 'comments': 3}",Eva Dark Spot Corrector,EVA-0019
mention_00974,Jumia,user_9278,https://jumia.com/product/EVA-0055/review/mention_00974,بيطري الشعر وريحته حلوة,Eva Cosmetics,ar,positive,hair_care,0.7,{'helpful_votes': 49},إيفا Honey Soap,EVA-0055
